status,p_value,morans_test_statistic,morans_I,gene_short_name,q_value
OK,0,48.71515257481197,0.236366398950912,ST3GAL5,0
OK,0,48.74702228079319,0.2362308124990869,DLC1,0
OK,0,48.67954435529276,0.23613275316557594,MALAT1,0
OK,0,49.54332711188063,0.23610533928911706,MS4A7,0
OK,0,49.24721890190157,0.23563300978064475,AOC3,0
OK,0,48.98833410109031,0.23510476309754266,CSF3R,0
OK,0,48.41798022548086,0.23484951885946473,CGNL1,0
OK,0,49.53686199594798,0.23443052778088452,SIRPB2,0
OK,0,48.26012770085635,0.23408806770102122,RASL12,0
OK,0,48.16319118638369,0.23368499465902848,RPL18,0
OK,0,48.28144754999048,0.23361018033053255,LDB3,0
OK,0,47.96179095950624,0.23270861487399727,COL5A3,0
OK,0,47.96822923459515,0.2325436783886863,MIR99AHG,0
OK,0,47.83598190839467,0.23207875114276488,CCDC102B,0
OK,0,48.329598795870346,0.2317464683812059,FCGR2A,0
OK,0,47.733230766327544,0.23145049639345486,TM4SF1,0
OK,0,47.6666000355669,0.23120411094466814,ADORA2A,0
OK,0,48.45127583572633,0.23073311073874825,ARHGAP45,0
OK,0,47.5539716512259,0.2307276943929166,KCNE4,0
OK,0,47.567990824797626,0.23070753416989695,LPCAT2,0
OK,0,47.931729242833185,0.2301805829419425,LINC01094,0
OK,0,47.33848701404656,0.2296810956910401,ADCY3,0
OK,0,47.314468468291906,0.22944620473205896,COL11A1,0
OK,0,47.185722058844746,0.2289396784510752,ASAP2,0
OK,0,47.122620337411,0.22863264136972453,RPL10,0
OK,0,47.0834689554442,0.2284407897251128,SNED1,0
OK,0,47.05706228047639,0.2282125296255079,CACNA1C,0
OK,0,47.01036681770048,0.22806850839659615,PPARGC1B,0
OK,0,47.00108693707964,0.22804272204876497,HIF1A,0
OK,0,46.94493685328878,0.22776808924313094,RPS27,0
OK,0,46.938611872929854,0.22773624768068085,TSPAN5,0
OK,0,46.947004197389276,0.22761819542276818,EDN3,0
OK,0,46.89688681964173,0.22749551174381039,ADAP2,0
OK,0,46.886129276551934,0.2274662827165504,SH3RF3,0
OK,0,46.7716352890769,0.22692618605586976,MEF2C,0
OK,0,46.742817696742165,0.226766762891036,HEY2,0
OK,0,47.004604252529866,0.22575739083717322,CD163,0
OK,0,46.471541427198524,0.2254307861241191,PRKCA,0
OK,0,46.48782499227104,0.22533823300711991,IL18R1,0
OK,0,46.369027410347506,0.22490838111263114,HES1,0
OK,0,47.075966021493926,0.22484725405074096,CYTH4,0
OK,0,46.2618972694803,0.2242279666122125,RDH10,0
OK,0,46.15918349412113,0.22394848788937483,LDLRAD4,0
OK,0,46.11405243880955,0.22368398159015876,CAV1,0
OK,0,46.09842941608964,0.22362897367591933,TXNIP,0
OK,0,45.958933539605205,0.22297902268351394,BGN,0
OK,0,45.94749818257714,0.2229144182281947,HIPK2,0
OK,0,45.90552468997962,0.22261418099154193,SLC2A1,0
OK,0,45.873843941006946,0.22255723412157752,PTMA,0
OK,0,45.88748729856654,0.22234158780505286,BMP5,0
OK,0,45.73634823211506,0.22189382857873052,PMEPA1,0
OK,0,45.98688757521989,0.22181325208514174,ERG,0
OK,0,45.667443539182,0.2214858613386442,HSPG2,0
OK,0,46.124739736172835,0.22141911468157682,VAV1,0
OK,0,45.621777661914045,0.22129313243495677,BHMT2,0
OK,0,45.57241195882301,0.22108380282530224,GAS7,0
OK,0,45.536420583273895,0.22083415655236074,CPVL,0
OK,0,45.559624665438996,0.22076650538940437,DOCK8,0
OK,0,45.43894328519123,0.22043841396486494,EHD2,0
OK,0,45.3785836484601,0.22016135768627326,JAG1,0
OK,0,45.27582242377176,0.2196597311617016,UBA2,0
OK,0,45.105254775604756,0.21883140413910684,CHIC2,0
OK,0,45.06443514540648,0.21845038977207423,AC008250.1,0
OK,0,45.8531293461748,0.21840778830047994,AL929091.1,0
OK,0,45.24613831173991,0.217915506426993,SLC2A5,0
OK,0,44.88622246200962,0.21776799389648024,APCDD1,0
OK,0,44.94683567082846,0.21770684802051615,ADAMTS9-AS1,0
OK,0,45.316926209582064,0.2177041615871141,LINC01684,0
OK,0,44.819498479057245,0.2174404489522066,CCDC3,0
OK,0,44.77968975744279,0.21712742467429633,LAMA1,0
OK,0,45.7339378876159,0.21687854044192828,IRF8,0
OK,0,44.7265244011188,0.21638019295037714,NFATC2,0
OK,0,44.58914304489775,0.2163068861229309,LEPR,0
OK,0,44.81929540495348,0.21618021604255122,SRL,0
OK,0,44.52925935871773,0.2158930773588837,SLCO2B1,0
OK,0,44.48948758080372,0.21580002758855837,CYBA,0
OK,0,44.450610954755895,0.2155170040459832,NIBAN1,0
OK,0,44.35907976652308,0.21519405112940748,IGFBP4,0
OK,0,44.80343674106381,0.2151062256593864,SPI1,0
OK,0,44.32311800053655,0.21496601563743054,CMKLR1,0
OK,0,44.29169131609419,0.21479987630339153,PID1,0
OK,0,44.238921937619395,0.21459144631886515,IGFBP5,0
OK,0,44.09224544046313,0.21391062820460238,CEP126,0
OK,0,44.056622438993365,0.21371396139529242,SMTN,0
OK,0,44.02971730944466,0.21360361755646393,RPL7A,0
OK,0,43.96381634075621,0.21328670183898976,SLC25A37,0
OK,0,43.91152154847654,0.21302513296194284,CD9,0
OK,0,43.88178035383559,0.21287039302826333,DAAM2,0
OK,0,43.83661838099278,0.21254749826994007,EMP1,0
OK,0,43.78698610795903,0.21241841049745638,TFPI,0
OK,0,44.011306774133395,0.21240957407490024,PRDM16,0
OK,0,43.74947615465315,0.2122278720477002,KREMEN1,0
OK,0,43.69786548239076,0.21198987463596408,ADARB1,0
OK,0,44.1515602435195,0.2116918031017876,CD84,0
OK,0,43.64889550815439,0.21162258748903842,SPARCL1,0
OK,0,44.4548821302961,0.2109946810749587,SIGLEC9,0
OK,0,43.447175083227854,0.2107211424691693,PODN,0
OK,0,43.415567304086466,0.21062510298703502,JAK2,0
OK,0,45.21173753920057,0.21046782780693624,LINC01792,0
OK,0,43.37494673149407,0.21042220726302585,AC012404.1,0
OK,0,43.32904107491568,0.2101934051422525,RPL8,0
OK,0,43.189948094240606,0.2095096853417868,FAU,0
OK,0,43.109739005131956,0.20906698461700202,GPRC5C,0
OK,0,43.046832895168045,0.20883385758585313,EPHA3,0
OK,0,43.0192239329086,0.2086756469124741,PDE10A,0
OK,0,42.935172849132044,0.20828783077861732,RGL3,0
OK,0,43.573308797691226,0.20813416567470974,DIPK2B,0
OK,0,42.90987349407216,0.20809812418295695,KCNJ8,0
OK,0,42.79947465748722,0.20756411797162527,OGN,0
OK,0,42.77774383916041,0.20752529673582298,MAP2K6,0
OK,0,42.75666843836805,0.20742036155230006,PLEKHG3,0
OK,0,42.88615485941516,0.20734993737945845,AOAH,0
OK,0,42.67924831829552,0.20703800467285813,SLC16A12,0
OK,0,42.63218380174471,0.2068029185642102,MIF,0
OK,0,42.624468713839576,0.20669537086293435,NEK6,0
OK,0,42.44388596033146,0.2059072617310141,ARHGEF17,0
OK,0,42.51090627743423,0.2057959419373648,RBM47,0
OK,0,42.730591913839554,0.2056350586812312,P2RY12,0
OK,0,42.368344416578076,0.2055332322263406,NKD1,0
OK,0,42.332890302425916,0.2052846439857958,PTK7,0
OK,0,42.25457038039527,0.20497058880743024,SELENOM,0
OK,0,42.23099931307337,0.20485728208553272,SLC6A13,0
OK,0,42.19616454065062,0.2046278123290325,TOGARAM2,0
