cell_type,model,gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
L2_3_IT,adjusted,PTPRD-AS1,189.30878789631976,0.4531496254896552,0.173627282921014,2.7950471287371115e-4,0.09251524884326515
L2_3_IT,adjusted,C9orf92,75.66269782346566,0.6632668828023913,0.28290928187872827,5.086772349956578e-4,0.09251524884326515
L2_3_IT,adjusted,BX255923.2,226.81639535524474,0.6736703599419449,0.326674779765714,6.715606046039367e-4,0.09251524884326515
L2_3_IT,adjusted,FAM242F,47.61718741167442,1.1165451616090087,0.4452450792300313,1.9550544585540086e-4,0.09251524884326515
L2_3_IT,adjusted,AL512634.1,26.98449543294322,0.8172855274048991,0.33411401320617323,3.0056643330782245e-4,0.09251524884326515
L2_3_IT,adjusted,LINC02603,106.22699604092732,0.4844408335932986,0.17914633854828524,2.0310528425492754e-4,0.09251524884326515
L2_3_IT,adjusted,TMEM246-AS1,79.88404636359648,0.7881367509885656,0.28016850630688483,1.397739280374175e-4,0.09251524884326515
L2_3_IT,adjusted,DCLRE1C,777.8904291637859,0.37480861252509956,0.14657321334208387,3.882866191614806e-4,0.09251524884326515
L2_3_IT,adjusted,AL390783.1,804.8615242974561,0.40095841317143555,0.16056235022008689,3.586639201524825e-4,0.09251524884326515
L2_3_IT,adjusted,CTNNA3,7876.576610246789,0.4925194249163944,0.1966359331327408,3.9166286960718534e-4,0.09251524884326515
L2_3_IT,adjusted,PDE6C,104.00969502189609,0.7643362310409527,0.2973668545094986,3.201935662689592e-4,0.09251524884326515
L2_3_IT,adjusted,BLNK,59.23478450483696,0.5857082970880052,0.1996672283585056,1.579608509081019e-4,0.09251524884326515
L2_3_IT,adjusted,OR51D1,102.64620274662727,0.9637329338956576,0.4998917599199048,6.648376054892189e-4,0.09251524884326515
L2_3_IT,adjusted,RAG2,17.885722028974087,1.0237728161380912,0.4632810217799927,4.7094317864958404e-4,0.09251524884326515
L2_3_IT,adjusted,CBLIF,44.94282174400821,0.8026588381426651,0.34948010075616637,5.137927182964851e-4,0.09251524884326515
L2_3_IT,adjusted,SYVN1,358.121135340823,0.33193228906094807,0.13419760959141075,4.778670164398208e-4,0.09251524884326515
L2_3_IT,adjusted,AP000813.1,24.888153955945086,1.1555182152163002,0.4571719614301955,2.0734861233031915e-4,0.09251524884326515
L2_3_IT,adjusted,AP002433.1,80.44074578747819,0.7771834046304104,0.34934250208963585,5.997237075937979e-4,0.09251524884326515
L2_3_IT,adjusted,AP000866.2,42.40819899001092,0.5523145067677432,0.24416821908563344,6.868274134430302e-4,0.09251524884326515
L2_3_IT,adjusted,A2M,231.069061318439,0.590438152171299,0.22507672178073723,2.79144164209111e-4,0.09251524884326515
L2_3_IT,adjusted,LINC00987,106.6458395899269,0.48078361103545875,0.20667938385899778,5.088351655332477e-4,0.09251524884326515
L2_3_IT,adjusted,AC010168.1,326.1849448211314,0.8766123024095498,0.374947049678135,2.522128058268458e-4,0.09251524884326515
L2_3_IT,adjusted,AC046130.1,57.029635719934284,0.8839240802851177,0.3896138470219697,4.523663678344687e-4,0.09251524884326515
L2_3_IT,adjusted,HIGD1C,86.3046837053355,0.5735885879139241,0.25200494124117584,5.866577099216982e-4,0.09251524884326515
L2_3_IT,adjusted,AC073896.3,64.18121869357992,0.8201181339768512,0.35215505556583176,4.544917088923399e-4,0.09251524884326515
L2_3_IT,adjusted,AC091534.1,71.14779008079184,1.1184289297628092,0.5046933634524383,4.973795154071666e-4,0.09251524884326515
L2_3_IT,adjusted,SYCP3,337.59628832873653,0.36334728774430364,0.14672696411014585,4.4806604456125914e-4,0.09251524884326515
L2_3_IT,adjusted,CASC18,65.34620456412654,0.7366225111774759,0.32110878011638044,3.8250770980967293e-4,0.09251524884326515
L2_3_IT,adjusted,AC007622.2,95.09815094524659,0.6274180791226801,0.2691210707334805,4.4283140437003114e-4,0.09251524884326515
L2_3_IT,adjusted,AC069209.2,144.14872340120976,0.6393888356253882,0.255749202991023,3.9120408814172675e-4,0.09251524884326515
L2_3_IT,adjusted,AC073593.2,211.7955892838803,0.6691793324461257,0.2692690955691738,3.537062751635628e-4,0.09251524884326515
L2_3_IT,adjusted,AL359513.1,173.1149447753859,0.5576987883799076,0.18994311730137606,1.4286714537298866e-4,0.09251524884326515
L2_3_IT,adjusted,AL132633.1,617.9386642714147,0.9432216053014818,0.37445077268013527,1.6358757821632533e-4,0.09251524884326515
L2_3_IT,adjusted,AL118556.1,88.3437000194075,0.9444677207059448,0.47834023827106387,6.494879030048799e-4,0.09251524884326515
L2_3_IT,adjusted,ADAM21,62.35316680356824,0.9780373792014967,0.41682350468454604,2.955641607887187e-4,0.09251524884326515
L2_3_IT,adjusted,AC008056.3,28.522843029512586,1.0618562403524392,0.5285230031718283,6.698212997611452e-4,0.09251524884326515
L2_3_IT,adjusted,AC090510.1,18.640283461007765,0.5585377950307192,0.21397371029485737,2.8641082826933345e-4,0.09251524884326515
L2_3_IT,adjusted,LINC02259,65.26594289983115,0.7627620549565773,0.34660729481604324,6.027945340450867e-4,0.09251524884326515
L2_3_IT,adjusted,AC091544.5,22.740968590015804,0.830056237605791,0.3629784703319188,4.5347307795939786e-4,0.09251524884326515
L2_3_IT,adjusted,ANKS4B,98.58372760447233,0.6439071666249588,0.24852048429785215,3.0350326665852555e-4,0.09251524884326515
L2_3_IT,adjusted,E2F4,700.6485350745114,0.3137155469846119,0.124002108662455,4.256775818309748e-4,0.09251524884326515
L2_3_IT,adjusted,GP1BA,29.828759486084945,0.8136031381526093,0.35030669220146443,4.828143209939718e-4,0.09251524884326515
L2_3_IT,adjusted,ALOX12,79.56626594170281,0.8145428078772365,0.36697921678787443,5.228118227973684e-4,0.09251524884326515
L2_3_IT,adjusted,SLC47A2,186.74086210481158,0.7667166296801139,0.28409743868581466,1.730521434057454e-4,0.09251524884326515
L2_3_IT,adjusted,AC104982.2,25.80462206867048,1.0021311923348741,0.4924166399883838,5.822549271567028e-4,0.09251524884326515
L2_3_IT,adjusted,AC005899.8,336.8166990973358,0.6271753676800635,0.2846483134092411,6.895952754998763e-4,0.09251524884326515
L2_3_IT,adjusted,HEATR9,45.252479433795514,0.8736619514082065,0.36682533401164363,5.006299748402522e-4,0.09251524884326515
L2_3_IT,adjusted,DLX4,43.45640761633999,1.1332574670581723,0.6705727726246679,6.63463996263438e-4,0.09251524884326515
L2_3_IT,adjusted,ABCA9-AS1,218.71212536068816,0.9835616769779736,0.4424108228342819,3.4658123295629607e-4,0.09251524884326515
L2_3_IT,adjusted,AC005495.2,33.75346485431038,0.7081365616266171,0.30675886756817644,5.87648573055124e-4,0.09251524884326515
L2_3_IT,adjusted,AP001011.1,762.7926120958356,0.8037615493098894,0.4057330633022059,6.575975081645814e-4,0.09251524884326515
L2_3_IT,adjusted,AC007922.2,16.724128086671108,0.38898094833554553,0.16982743454174687,6.646463191110203e-4,0.09251524884326515
L2_3_IT,adjusted,AC005329.1,22.895142608690147,0.58943374964146,0.20337631255506228,1.5254132108797117e-4,0.09251524884326515
L2_3_IT,adjusted,AC005523.2,46.92551969570165,0.8865349577724705,0.4248550931520434,5.266863260899505e-4,0.09251524884326515
L2_3_IT,adjusted,AC130469.1,31.902781821787393,0.73510182953598735,0.2785112228631423,2.504141233927884e-4,0.09251524884326515
L2_3_IT,adjusted,MYO9B,8283.641665958057,-0.2587307197625268,0.10958082826682652,6.728080809809656e-4,0.09251524884326515
L2_3_IT,adjusted,AC139769.2,70.29836124752669,1.0149506333352882,0.39948838392019537,2.1263826970330612e-4,0.09251524884326515
L2_3_IT,adjusted,LINC01791,65.0445749967832,0.8157831835691706,0.32100936951143927,4.039055757113375e-4,0.09251524884326515
L2_3_IT,adjusted,AC008738.1,34.606529981704035,0.6187352447537141,0.2676052995381481,6.828648764371823e-4,0.09251524884326515
L2_3_IT,adjusted,OVOL3,18.31841614065442,0.8425007856903897,0.39335302799015626,6.61856568523265e-4,0.09251524884326515
L2_3_IT,adjusted,HIPK4,612.3421289880802,0.8171130733646135,0.3647904966672679,3.8190595057080516e-4,0.09251524884326515
L2_3_IT,adjusted,TGFB1,369.27820780732355,0.6001740190403378,0.22358013439858831,1.5612350848341356e-4,0.09251524884326515
L2_3_IT,adjusted,PSG4,33.82950753649993,1.0835489536798972,0.5071809672099038,5.544484927895374e-4,0.09251524884326515
L2_3_IT,adjusted,AC022137.4,193.07725620679201,0.5641337399752921,0.24036865511549757,5.215386252299962e-4,0.09251524884326515
L2_3_IT,adjusted,AC006116.8,277.0196983682167,0.4539311917743392,0.1935343400907418,5.018627488770408e-4,0.09251524884326515
L2_3_IT,adjusted,ZNF749,885.4136499509701,0.3661190382075694,0.14626965459607502,4.3216577384857526e-4,0.09251524884326515
L2_3_IT,adjusted,AL109935.1,26.25649204862809,0.8046832693704064,0.351539121682736,5.8479960662632e-4,0.09251524884326515
L2_3_IT,adjusted,BPIFB1,45.26598377160487,0.7630052139957376,0.28742392865138505,2.541281339279376e-4,0.09251524884326515
L2_3_IT,adjusted,AL109761.1,28.72431576714333,0.5924463699810272,0.21791680828413607,2.725015800833025e-4,0.09251524884326515
L2_3_IT,adjusted,AF130417.1,25.23488677433006,0.7277786288296569,0.295086312062515,3.8923875314226945e-4,0.09251524884326515
L2_3_IT,adjusted,AP001136.1,31.009704710662458,0.96368996825357,0.43636593563628584,4.625115232204761e-4,0.09251524884326515
L2_3_IT,adjusted,MIR155HG,127.2781208591248,0.7560050818320982,0.37801097921238175,6.290018449488808e-4,0.09251524884326515
L2_3_IT,adjusted,AC006547.1,185.28218101325086,0.800697040056112,0.34165017888607824,4.1566392435962696e-4,0.09251524884326515
L2_3_IT,adjusted,AC006547.3,22.448740698816355,0.8116133309212106,0.39606714896593176,6.849658647198955e-4,0.09251524884326515
L2_3_IT,adjusted,AL118516.1,241.76085710211393,0.9465439117109898,0.4004499482859355,3.7691100747015255e-4,0.09251524884326515
L2_3_IT,adjusted,AL592043.1,1176.4889796933687,0.7829030536370732,0.3114864557460496,2.911055466463779e-4,0.09251524884326515
L2_3_IT,adjusted,LINC01560,91.67509200070124,0.3202315399563391,0.11073826239352995,1.7216301613404077e-4,0.09251524884326515
L2_3_IT,adjusted,CERS6-AS1,39.22350481258566,0.8313628230570141,0.40578184204952905,7.010013734505775e-4,0.0927173225125355
L2_3_IT,adjusted,LSM5,853.6055251803122,0.2875538487601115,0.1223859058245808,7.039606281219349e-4,0.0927173225125355
L2_3_IT,adjusted,DNLZ,22.181585572907313,0.3879943646481008,0.1706509368202904,6.977351165721077e-4,0.0927173225125355
L2_3_IT,adjusted,LILRA2,47.83190964876604,-0.49714556958722256,0.22774597324656928,7.07818602567697e-4,0.09272423693636832
L2_3_IT,adjusted,ATP13A5,135.98442389381862,0.502185605106479,0.2257537771363347,7.172004704876672e-4,0.09295375885054523
L2_3_IT,adjusted,PPP3CB-AS1,188.81690989589515,0.4304850217375117,0.19709501640039398,7.166930334722933e-4,0.09295375885054523
L2_3_IT,adjusted,LINC00382,43.808914349442205,1.0622918447505691,0.6768221111376278,7.32034868318509e-4,0.09437440000766555
L2_3_IT,adjusted,RERE-AS1,118.44695059181461,0.5610517226658484,0.2614129596632757,9.507602166989385e-4,0.09463504623400325
L2_3_IT,adjusted,AL513327.2,155.88226841403988,0.5237020856204374,0.2648051564029571,0.0012421520068613945,0.09463504623400325
L2_3_IT,adjusted,AL139294.1,814.9924805804727,0.7780100447764515,0.4187909710197584,9.67135041293349e-4,0.09463504623400325
L2_3_IT,adjusted,AC117944.1,503.9990212967578,0.5640187915947555,0.3163262879078505,0.0012783835613926714,0.09463504623400325
L2_3_IT,adjusted,AL359504.2,182.67846945815404,0.5032684751700992,0.23956046776884427,0.0011204029637489458,0.09463504623400325
L2_3_IT,adjusted,DPYD-AS1,1305.4667538846281,0.597434120003393,0.31077726702070024,0.0010507155223379062,0.09463504623400325
L2_3_IT,adjusted,GPSM2,901.7477974136152,0.5052687848462843,0.25775165916942094,0.001097867759483546,0.09463504623400325
L2_3_IT,adjusted,AL158011.1,118.47339619372276,0.6528842287226221,0.30628324999069534,9.341015869659643e-4,0.09463504623400325
L2_3_IT,adjusted,AC104461.1,270.64063900378295,0.4999289659703982,0.2452105825894538,0.0012718935763793942,0.09463504623400325
L2_3_IT,adjusted,IPO9-AS1,1070.6746589202096,0.5054038758344518,0.24889231055919278,9.649851180721231e-4,0.09463504623400325
L2_3_IT,adjusted,AL627308.3,24.58977546693117,1.1613382350142618,0.5595059919655606,7.724274759862741e-4,0.09463504623400325
L2_3_IT,adjusted,AL365184.1,53.74615993023157,0.877239739773189,0.5090401112803,0.0013880267409612582,0.09463504623400325
L2_3_IT,adjusted,C1orf100,55.2357615646861,0.6065393838613029,0.29354941390847133,0.0010285460077785915,0.09463504623400325
L2_3_IT,adjusted,AC118555.1,104.10424425842025,0.8097356729773306,0.527374205986356,0.001167062828961528,0.09463504623400325
L2_3_IT,adjusted,AC104335.1,391.3023261148178,0.5581543956104384,0.3070946661151458,0.0013593598470461763,0.09463504623400325
L2_3_IT,adjusted,AC013472.1,42.84108854155791,0.7806906644562315,0.46051195060277245,0.001252655077661829,0.09463504623400325
L2_3_IT,adjusted,AC020594.1,228.9359519620924,0.32381749913589125,0.16487683896132257,0.0012812579590802283,0.09463504623400325
L2_3_IT,adjusted,CHAC2,148.9838959799066,0.5137855749325038,0.2729183978136732,0.0011948540815546749,0.09463504623400325
L2_3_IT,adjusted,MTHFD2,52.89914879996481,0.5080345844094549,0.2619359537843664,0.0013533212609967218,0.09463504623400325
L2_3_IT,adjusted,LYG2,226.44588157050805,0.5075503705374907,0.28162146532824006,0.0013905239963813688,0.09463504623400325
L2_3_IT,adjusted,AC079922.2,172.78136529916162,0.38541885600775044,0.173157575470281,8.365590688633166e-4,0.09463504623400325
L2_3_IT,adjusted,AC067945.3,56.364741521325605,0.8343175349972841,0.4173797538060582,8.491570735492567e-4,0.09463504623400325
